Year,Année,ISO,Jurisdiction,Juridiction,Month,Mois,Number,Data Qualifier,Nombre,Qualificatifs de données
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,19,a,19,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,5,a,5,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1,a,1,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,4,a,4,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,117,a,117,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,187,a,187,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,76,a,76,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,4,a,4,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,53,a,53,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,123,a,123,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,38,a,38,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,27,a,27,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,3,a,3,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,54,a,54,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,111,a,111,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,20,a,20,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,17,a,17,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,32,a,32,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,123,a,123,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,76,a,76,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,13,a,13,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,1,a,1,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,3,a,3,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,14,a,14,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,34,a,34,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,5,a,5,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,2,a,2,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,1,a,1,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,6,a,6,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,8,a,8,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,32,a,32,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,88,a,88,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,11,a,11,a
1990,1990,ON,Ontario,Ontario,October,Octobre,31,a,31,a
1990,1990,ON,Ontario,Ontario,November,Novembre,16,a,16,a
1990,1990,ON,Ontario,Ontario,March,Mars,62,a,62,a
1990,1990,ON,Ontario,Ontario,April,Avril,185,a,185,a
1990,1990,ON,Ontario,Ontario,May,Mai,242,a,242,a
1990,1990,ON,Ontario,Ontario,June,Juin,111,a,111,a
1990,1990,ON,Ontario,Ontario,July,Juillet,237,a,237,a
1990,1990,ON,Ontario,Ontario,August,Août,543,a,543,a
1990,1990,ON,Ontario,Ontario,September,Septembre,185,a,185,a
1991,1991,ON,Ontario,Ontario,October,Octobre,11,a,11,a
1991,1991,ON,Ontario,Ontario,November,Novembre,12,a,12,a
1991,1991,ON,Ontario,Ontario,December,Décembre,1,a,1,a
1991,1991,ON,Ontario,Ontario,March,Mars,12,a,12,a
1991,1991,ON,Ontario,Ontario,April,Avril,210,a,210,a
1991,1991,ON,Ontario,Ontario,May,Mai,231,a,231,a
1991,1991,ON,Ontario,Ontario,June,Juin,415,a,415,a
1991,1991,ON,Ontario,Ontario,July,Juillet,586,a,586,a
1991,1991,ON,Ontario,Ontario,August,Août,944,a,944,a
1991,1991,ON,Ontario,Ontario,September,Septembre,138,a,138,a
1992,1992,ON,Ontario,Ontario,October,Octobre,11,a,11,a
1992,1992,ON,Ontario,Ontario,March,Mars,2,a,2,a
1992,1992,ON,Ontario,Ontario,April,Avril,58,a,58,a
1992,1992,ON,Ontario,Ontario,May,Mai,347,a,347,a
1992,1992,ON,Ontario,Ontario,June,Juin,380,a,380,a
1992,1992,ON,Ontario,Ontario,July,Juillet,60,a,60,a
1992,1992,ON,Ontario,Ontario,August,Août,94,a,94,a
1992,1992,ON,Ontario,Ontario,September,Septembre,8,a,8,a
1993,1993,ON,Ontario,Ontario,October,Octobre,10,a,10,a
1993,1993,ON,Ontario,Ontario,November,Novembre,4,a,4,a
1993,1993,ON,Ontario,Ontario,December,Décembre,2,a,2,a
1993,1993,ON,Ontario,Ontario,March,Mars,1,a,1,a
1993,1993,ON,Ontario,Ontario,April,Avril,112,a,112,a
1993,1993,ON,Ontario,Ontario,May,Mai,171,a,171,a
1993,1993,ON,Ontario,Ontario,June,Juin,129,a,129,a
1993,1993,ON,Ontario,Ontario,July,Juillet,158,a,158,a
1993,1993,ON,Ontario,Ontario,August,Août,144,a,144,a
1993,1993,ON,Ontario,Ontario,September,Septembre,11,a,11,a
1994,1994,ON,Ontario,Ontario,October,Octobre,27,a,27,a
1994,1994,ON,Ontario,Ontario,November,Novembre,7,a,7,a
1994,1994,ON,Ontario,Ontario,March,Mars,4,a,4,a
1994,1994,ON,Ontario,Ontario,April,Avril,222,a,222,a
1994,1994,ON,Ontario,Ontario,May,Mai,266,a,266,a
1994,1994,ON,Ontario,Ontario,June,Juin,412,a,412,a
1994,1994,ON,Ontario,Ontario,July,Juillet,59,a,59,a
1994,1994,ON,Ontario,Ontario,August,Août,55,a,55,a
1994,1994,ON,Ontario,Ontario,September,Septembre,27,a,27,a
1995,1995,ON,Ontario,Ontario,October,Octobre,36,a,36,a
1995,1995,ON,Ontario,Ontario,November,Novembre,2,a,2,a
1995,1995,ON,Ontario,Ontario,March,Mars,137,a,137,a
1995,1995,ON,Ontario,Ontario,April,Avril,128,a,128,a
1995,1995,ON,Ontario,Ontario,May,Mai,230,a,230,a
1995,1995,ON,Ontario,Ontario,June,Juin,900,a,900,a
1995,1995,ON,Ontario,Ontario,July,Juillet,150,a,150,a
1995,1995,ON,Ontario,Ontario,August,Août,442,a,442,a
1995,1995,ON,Ontario,Ontario,September,Septembre,125,a,125,a
1996,1996,ON,Ontario,Ontario,Unspecified,Indéterminé,1,a,1,a
1996,1996,ON,Ontario,Ontario,October,Octobre,11,a,11,a
1996,1996,ON,Ontario,Ontario,March,Mars,7,a,7,a
1996,1996,ON,Ontario,Ontario,April,Avril,30,a,30,a
1996,1996,ON,Ontario,Ontario,May,Mai,241,a,241,a
1996,1996,ON,Ontario,Ontario,June,Juin,570,a,570,a
1996,1996,ON,Ontario,Ontario,July,Juillet,198,a,198,a
1996,1996,ON,Ontario,Ontario,August,Août,144,a,144,a
1996,1996,ON,Ontario,Ontario,September,Septembre,73,a,73,a
1997,1997,ON,Ontario,Ontario,Unspecified,Indéterminé,2,a,2,a
1997,1997,ON,Ontario,Ontario,October,Octobre,18,a,18,a
1997,1997,ON,Ontario,Ontario,November,Novembre,1,a,1,a
1997,1997,ON,Ontario,Ontario,April,Avril,136,a,136,a
1997,1997,ON,Ontario,Ontario,May,Mai,180,a,180,a
1997,1997,ON,Ontario,Ontario,June,Juin,425,a,425,a
1997,1997,ON,Ontario,Ontario,July,Juillet,371,a,371,a
1997,1997,ON,Ontario,Ontario,August,Août,423,a,423,a
1997,1997,ON,Ontario,Ontario,September,Septembre,90,a,90,a
1998,1998,ON,Ontario,Ontario,October,Octobre,32,a,32,a
1998,1998,ON,Ontario,Ontario,November,Novembre,8,a,8,a
1998,1998,ON,Ontario,Ontario,December,Décembre,2,a,2,a
1998,1998,ON,Ontario,Ontario,March,Mars,11,a,11,a
1998,1998,ON,Ontario,Ontario,April,Avril,207,a,207,a
1998,1998,ON,Ontario,Ontario,May,Mai,463,a,463,a
1998,1998,ON,Ontario,Ontario,June,Juin,254,a,254,a
1998,1998,ON,Ontario,Ontario,July,Juillet,710,a,710,a
1998,1998,ON,Ontario,Ontario,August,Août,477,a,477,a
1998,1998,ON,Ontario,Ontario,September,Septembre,127,a,127,a
1999,1999,ON,Ontario,Ontario,October,Octobre,4,a,4,a
1999,1999,ON,Ontario,Ontario,November,Novembre,3,a,3,a
1999,1999,ON,Ontario,Ontario,February,Février,1,a,1,a
1999,1999,ON,Ontario,Ontario,March,Mars,6,a,6,a
1999,1999,ON,Ontario,Ontario,April,Avril,146,a,146,a
1999,1999,ON,Ontario,Ontario,May,Mai,234,a,234,a
1999,1999,ON,Ontario,Ontario,June,Juin,154,a,154,a
1999,1999,ON,Ontario,Ontario,July,Juillet,217,a,217,a
1999,1999,ON,Ontario,Ontario,August,Août,196,a,196,a
1999,1999,ON,Ontario,Ontario,September,Septembre,64,a,64,a
2000,2000,ON,Ontario,Ontario,Unspecified,Indéterminé,3,a,3,a
2000,2000,ON,Ontario,Ontario,October,Octobre,83,a,83,a
2000,2000,ON,Ontario,Ontario,November,Novembre,7,a,7,a
2000,2000,ON,Ontario,Ontario,February,Février,1,a,1,a
2000,2000,ON,Ontario,Ontario,March,Mars,17,a,17,a
2000,2000,ON,Ontario,Ontario,April,Avril,99,a,99,a
2000,2000,ON,Ontario,Ontario,May,Mai,88,a,88,a
2000,2000,ON,Ontario,Ontario,June,Juin,44,a,44,a
2000,2000,ON,Ontario,Ontario,July,Juillet,117,a,117,a
2000,2000,ON,Ontario,Ontario,August,Août,156,a,156,a
2000,2000,ON,Ontario,Ontario,September,Septembre,38,a,38,a
2001,2001,ON,Ontario,Ontario,January,Janvier,1,a,1,a
2001,2001,ON,Ontario,Ontario,October,Octobre,10,a,10,a
2001,2001,ON,Ontario,Ontario,November,Novembre,2,a,2,a
2001,2001,ON,Ontario,Ontario,March,Mars,1,a,1,a
2001,2001,ON,Ontario,Ontario,April,Avril,52,a,52,a
2001,2001,ON,Ontario,Ontario,May,Mai,114,a,114,a
2001,2001,ON,Ontario,Ontario,June,Juin,267,a,267,a
2001,2001,ON,Ontario,Ontario,July,Juillet,373,a,373,a
2001,2001,ON,Ontario,Ontario,August,Août,657,a,657,a
2001,2001,ON,Ontario,Ontario,September,Septembre,109,a,109,a
2002,2002,ON,Ontario,Ontario,Unspecified,Indéterminé,1,a,1,a
2002,2002,ON,Ontario,Ontario,October,Octobre,8,a,8,a
2002,2002,ON,Ontario,Ontario,November,Novembre,1,a,1,a
2002,2002,ON,Ontario,Ontario,March,Mars,1,a,1,a
2002,2002,ON,Ontario,Ontario,April,Avril,26,a,26,a
2002,2002,ON,Ontario,Ontario,May,Mai,105,a,105,a
2002,2002,ON,Ontario,Ontario,June,Juin,85,a,85,a
2002,2002,ON,Ontario,Ontario,July,Juillet,536,a,536,a
2002,2002,ON,Ontario,Ontario,August,Août,212,a,212,a
2002,2002,ON,Ontario,Ontario,September,Septembre,187,a,187,a
2003,2003,ON,Ontario,Ontario,January,Janvier,28,a,28,a
2003,2003,ON,Ontario,Ontario,October,Octobre,18,a,18,a
2003,2003,ON,Ontario,Ontario,November,Novembre,23,a,23,a
2003,2003,ON,Ontario,Ontario,December,Décembre,40,a,40,a
2003,2003,ON,Ontario,Ontario,February,Février,25,a,25,a
2003,2003,ON,Ontario,Ontario,March,Mars,37,a,37,a
2003,2003,ON,Ontario,Ontario,April,Avril,95,a,95,a
2003,2003,ON,Ontario,Ontario,May,Mai,121,a,121,a
2003,2003,ON,Ontario,Ontario,June,Juin,286,a,286,a
2003,2003,ON,Ontario,Ontario,July,Juillet,133,a,133,a
2003,2003,ON,Ontario,Ontario,August,Août,202,a,202,a
2003,2003,ON,Ontario,Ontario,September,Septembre,31,a,31,a
2004,2004,ON,Ontario,Ontario,October,Octobre,18,a,18,a
2004,2004,ON,Ontario,Ontario,April,Avril,34,a,34,a
2004,2004,ON,Ontario,Ontario,May,Mai,64,a,64,a
2004,2004,ON,Ontario,Ontario,June,Juin,79,a,79,a
2004,2004,ON,Ontario,Ontario,July,Juillet,101,a,101,a
2004,2004,ON,Ontario,Ontario,August,Août,98,a,98,a
2004,2004,ON,Ontario,Ontario,September,Septembre,40,a,40,a
2005,2005,ON,Ontario,Ontario,October,Octobre,14,a,14,a
2005,2005,ON,Ontario,Ontario,November,Novembre,3,a,3,a
2005,2005,ON,Ontario,Ontario,April,Avril,86,a,86,a
2005,2005,ON,Ontario,Ontario,May,Mai,159,a,159,a
2005,2005,ON,Ontario,Ontario,June,Juin,194,a,194,a
2005,2005,ON,Ontario,Ontario,July,Juillet,597,a,597,a
2005,2005,ON,Ontario,Ontario,August,Août,694,a,694,a
2005,2005,ON,Ontario,Ontario,September,Septembre,212,a,212,a
2006,2006,ON,Ontario,Ontario,Unspecified,Indéterminé,1,a,1,a
2006,2006,ON,Ontario,Ontario,January,Janvier,1,a,1,a
2006,2006,ON,Ontario,Ontario,October,Octobre,19,a,19,a
2006,2006,ON,Ontario,Ontario,November,Novembre,2,a,2,a
2006,2006,ON,Ontario,Ontario,March,Mars,3,a,3,a
2006,2006,ON,Ontario,Ontario,April,Avril,83,a,83,a
2006,2006,ON,Ontario,Ontario,May,Mai,150,a,150,a
2006,2006,ON,Ontario,Ontario,June,Juin,273,a,273,a
2006,2006,ON,Ontario,Ontario,July,Juillet,593,a,593,a
2006,2006,ON,Ontario,Ontario,August,Août,500,a,500,a
2006,2006,ON,Ontario,Ontario,September,Septembre,658,a,658,a
2007,2007,ON,Ontario,Ontario,Unspecified,Indéterminé,1,a,1,a
2007,2007,ON,Ontario,Ontario,October,Octobre,5,a,5,a
2007,2007,ON,Ontario,Ontario,November,Novembre,1,a,1,a
2007,2007,ON,Ontario,Ontario,February,Février,2,a,2,a
2007,2007,ON,Ontario,Ontario,March,Mars,15,a,15,a
2007,2007,ON,Ontario,Ontario,April,Avril,105,a,105,a
2007,2007,ON,Ontario,Ontario,May,Mai,235,a,235,a
2007,2007,ON,Ontario,Ontario,June,Juin,91,a,91,a
2007,2007,ON,Ontario,Ontario,July,Juillet,201,a,201,a
2007,2007,ON,Ontario,Ontario,August,Août,423,a,423,a
2007,2007,ON,Ontario,Ontario,September,Septembre,48,a,48,a
2008,2008,ON,Ontario,Ontario,October,Octobre,9,a,9,a
2008,2008,ON,Ontario,Ontario,November,Novembre,1,a,1,a
2008,2008,ON,Ontario,Ontario,April,Avril,29,a,29,a
2008,2008,ON,Ontario,Ontario,May,Mai,78,a,78,a
2008,2008,ON,Ontario,Ontario,June,Juin,33,a,33,a
2008,2008,ON,Ontario,Ontario,July,Juillet,35,a,35,a
2008,2008,ON,Ontario,Ontario,August,Août,132,a,132,a
2008,2008,ON,Ontario,Ontario,September,Septembre,23,a,23,a
2009,2009,ON,Ontario,Ontario,October,Octobre,5,a,5,a
2009,2009,ON,Ontario,Ontario,April,Avril,24,a,24,a
2009,2009,ON,Ontario,Ontario,May,Mai,110,a,110,a
2009,2009,ON,Ontario,Ontario,June,Juin,140,a,140,a
2009,2009,ON,Ontario,Ontario,July,Juillet,42,a,42,a
2009,2009,ON,Ontario,Ontario,August,Août,20,a,20,a
2009,2009,ON,Ontario,Ontario,September,Septembre,46,a,46,a
2010,2010,ON,Ontario,Ontario,October,Octobre,23,a,23,a
2010,2010,ON,Ontario,Ontario,November,Novembre,2,a,2,a
2010,2010,ON,Ontario,Ontario,March,Mars,34,a,34,a
2010,2010,ON,Ontario,Ontario,April,Avril,197,a,197,a
2010,2010,ON,Ontario,Ontario,May,Mai,334,a,334,a
2010,2010,ON,Ontario,Ontario,June,Juin,83,a,83,a
2010,2010,ON,Ontario,Ontario,July,Juillet,166,a,166,a
2010,2010,ON,Ontario,Ontario,August,Août,80,a,80,a
2010,2010,ON,Ontario,Ontario,September,Septembre,12,a,12,a
2011,2011,ON,Ontario,Ontario,Unspecified,Indéterminé,1,a,1,a
2011,2011,ON,Ontario,Ontario,October,Octobre,58,a,58,a
2011,2011,ON,Ontario,Ontario,November,Novembre,4,a,4,a
2011,2011,ON,Ontario,Ontario,December,Décembre,3,a,3,a
2011,2011,ON,Ontario,Ontario,April,Avril,30,a,30,a
2011,2011,ON,Ontario,Ontario,May,Mai,145,a,145,a
2011,2011,ON,Ontario,Ontario,June,Juin,129,a,129,a
2011,2011,ON,Ontario,Ontario,July,Juillet,397,a,397,a
2011,2011,ON,Ontario,Ontario,August,Août,400,a,400,a
2011,2011,ON,Ontario,Ontario,September,Septembre,170,a,170,a
2012,2012,ON,Ontario,Ontario,January,Janvier,1,a,1,a
2012,2012,ON,Ontario,Ontario,October,Octobre,13,a,13,a
2012,2012,ON,Ontario,Ontario,November,Novembre,2,a,2,a
2012,2012,ON,Ontario,Ontario,March,Mars,14,a,14,a
2012,2012,ON,Ontario,Ontario,April,Avril,136,a,136,a
2012,2012,ON,Ontario,Ontario,May,Mai,273,a,273,a
2012,2012,ON,Ontario,Ontario,June,Juin,125,a,125,a
2012,2012,ON,Ontario,Ontario,July,Juillet,708,a,708,a
2012,2012,ON,Ontario,Ontario,August,Août,180,a,180,a
2012,2012,ON,Ontario,Ontario,September,Septembre,168,a,168,a
2013,2013,ON,Ontario,Ontario,October,Octobre,8,a,8,a
2013,2013,ON,Ontario,Ontario,April,Avril,18,a,18,a
2013,2013,ON,Ontario,Ontario,May,Mai,140,a,140,a
2013,2013,ON,Ontario,Ontario,June,Juin,122,a,122,a
2013,2013,ON,Ontario,Ontario,July,Juillet,168,a,168,a
2013,2013,ON,Ontario,Ontario,August,Août,105,a,105,a
2013,2013,ON,Ontario,Ontario,September,Septembre,20,a,20,a
2014,2014,ON,Ontario,Ontario,October,Octobre,6,a,6,a
2014,2014,ON,Ontario,Ontario,March,Mars,1,a,1,a
2014,2014,ON,Ontario,Ontario,April,Avril,5,a,5,a
2014,2014,ON,Ontario,Ontario,May,Mai,53,a,53,a
2014,2014,ON,Ontario,Ontario,June,Juin,73,a,73,a
2014,2014,ON,Ontario,Ontario,July,Juillet,86,a,86,a
2014,2014,ON,Ontario,Ontario,August,Août,77,a,77,a
2014,2014,ON,Ontario,Ontario,September,Septembre,7,a,7,a
2015,2015,ON,Ontario,Ontario,October,Octobre,14,a,14,a
2015,2015,ON,Ontario,Ontario,December,Décembre,1,a,1,a
2015,2015,ON,Ontario,Ontario,March,Mars,2,a,2,a
2015,2015,ON,Ontario,Ontario,April,Avril,64,a,64,a
2015,2015,ON,Ontario,Ontario,May,Mai,125,a,125,a
2015,2015,ON,Ontario,Ontario,June,Juin,132,a,132,a
2015,2015,ON,Ontario,Ontario,July,Juillet,165,a,165,a
2015,2015,ON,Ontario,Ontario,August,Août,113,a,113,a
2015,2015,ON,Ontario,Ontario,September,Septembre,55,a,55,a
2016,2016,ON,Ontario,Ontario,October,Octobre,11,a,11,a
2016,2016,ON,Ontario,Ontario,November,Novembre,4,a,4,a
2016,2016,ON,Ontario,Ontario,March,Mars,2,a,2,a
2016,2016,ON,Ontario,Ontario,April,Avril,38,a,38,a
2016,2016,ON,Ontario,Ontario,May,Mai,176,a,176,a
2016,2016,ON,Ontario,Ontario,June,Juin,139,a,139,a
2016,2016,ON,Ontario,Ontario,July,Juillet,145,a,145,a
2016,2016,ON,Ontario,Ontario,August,Août,112,a,112,a
2016,2016,ON,Ontario,Ontario,September,Septembre,21,a,21,a
2017,2017,ON,Ontario,Ontario,October,Octobre,30,a,30,a
2017,2017,ON,Ontario,Ontario,March,Mars,3,a,3,a
2017,2017,ON,Ontario,Ontario,April,Avril,23,a,23,a
2017,2017,ON,Ontario,Ontario,May,Mai,46,a,46,a
2017,2017,ON,Ontario,Ontario,June,Juin,40,a,40,a
2017,2017,ON,Ontario,Ontario,July,Juillet,230,a,230,a
2017,2017,ON,Ontario,Ontario,August,Août,369,a,369,a
2017,2017,ON,Ontario,Ontario,September,Septembre,38,a,38,a
2018,2018,ON,Ontario,Ontario,April,Avril,18,a,18,a
2018,2018,ON,Ontario,Ontario,May,Mai,190,a,190,a
2018,2018,ON,Ontario,Ontario,June,Juin,245,a,245,a
2018,2018,ON,Ontario,Ontario,July,Juillet,521,a,521,a
2018,2018,ON,Ontario,Ontario,August,Août,299,a,299,a
2018,2018,ON,Ontario,Ontario,September,Septembre,55,a,55,a
2019,2019,ON,Ontario,Ontario,October,Octobre,4,a,4,a
2019,2019,ON,Ontario,Ontario,April,Avril,19,a,19,a
2019,2019,ON,Ontario,Ontario,May,Mai,58,a,58,a
2019,2019,ON,Ontario,Ontario,June,Juin,103,a,103,a
2019,2019,ON,Ontario,Ontario,July,Juillet,152,a,152,a
2019,2019,ON,Ontario,Ontario,August,Août,193,a,193,a
2019,2019,ON,Ontario,Ontario,September,Septembre,9,a,9,a
1990,1990,PC,Parks Canada,Parcs Canada,May,Mai,4,a,4,a
1990,1990,PC,Parks Canada,Parcs Canada,June,Juin,18,a,18,a
1990,1990,PC,Parks Canada,Parcs Canada,July,Juillet,24,a,24,a
1990,1990,PC,Parks Canada,Parcs Canada,August,Août,19,a,19,a
1991,1991,PC,Parks Canada,Parcs Canada,October,Octobre,1,a,1,a
1991,1991,PC,Parks Canada,Parcs Canada,May,Mai,4,a,4,a
1991,1991,PC,Parks Canada,Parcs Canada,June,Juin,3,a,3,a
1991,1991,PC,Parks Canada,Parcs Canada,July,Juillet,6,a,6,a
1991,1991,PC,Parks Canada,Parcs Canada,August,Août,6,a,6,a
1991,1991,PC,Parks Canada,Parcs Canada,September,Septembre,1,a,1,a
1992,1992,PC,Parks Canada,Parcs Canada,July,Juillet,5,a,5,a
1993,1993,PC,Parks Canada,Parcs Canada,March,Mars,1,a,1,a
1993,1993,PC,Parks Canada,Parcs Canada,May,Mai,1,a,1,a
1993,1993,PC,Parks Canada,Parcs Canada,June,Juin,28,a,28,a
1993,1993,PC,Parks Canada,Parcs Canada,July,Juillet,4,a,4,a
1994,1994,PC,Parks Canada,Parcs Canada,May,Mai,1,a,1,a
1994,1994,PC,Parks Canada,Parcs Canada,June,Juin,25,a,25,a
1994,1994,PC,Parks Canada,Parcs Canada,July,Juillet,13,a,13,a
1994,1994,PC,Parks Canada,Parcs Canada,August,Août,13,a,13,a
1994,1994,PC,Parks Canada,Parcs Canada,September,Septembre,2,a,2,a
1995,1995,PC,Parks Canada,Parcs Canada,November,Novembre,1,a,1,a
1995,1995,PC,Parks Canada,Parcs Canada,May,Mai,3,a,3,a
1995,1995,PC,Parks Canada,Parcs Canada,June,Juin,5,a,5,a
1995,1995,PC,Parks Canada,Parcs Canada,July,Juillet,2,a,2,a
1996,1996,PC,Parks Canada,Parcs Canada,June,Juin,18,a,18,a
1996,1996,PC,Parks Canada,Parcs Canada,July,Juillet,3,a,3,a
1996,1996,PC,Parks Canada,Parcs Canada,August,Août,1,a,1,a
1997,1997,PC,Parks Canada,Parcs Canada,June,Juin,2,a,2,a
1997,1997,PC,Parks Canada,Parcs Canada,July,Juillet,5,a,5,a
1998,1998,PC,Parks Canada,Parcs Canada,October,Octobre,1,a,1,a
1998,1998,PC,Parks Canada,Parcs Canada,May,Mai,10,a,10,a
1998,1998,PC,Parks Canada,Parcs Canada,June,Juin,12,a,12,a
1998,1998,PC,Parks Canada,Parcs Canada,July,Juillet,11,a,11,a
1998,1998,PC,Parks Canada,Parcs Canada,August,Août,8,a,8,a
1998,1998,PC,Parks Canada,Parcs Canada,September,Septembre,1,a,1,a
1999,1999,PC,Parks Canada,Parcs Canada,March,Mars,1,a,1,a
1999,1999,PC,Parks Canada,Parcs Canada,May,Mai,2,a,2,a
1999,1999,PC,Parks Canada,Parcs Canada,June,Juin,6,a,6,a
1999,1999,PC,Parks Canada,Parcs Canada,July,Juillet,5,a,5,a
1999,1999,PC,Parks Canada,Parcs Canada,September,Septembre,2,a,2,a
2000,2000,PC,Parks Canada,Parcs Canada,January,Janvier,1,a,1,a
2000,2000,PC,Parks Canada,Parcs Canada,October,Octobre,5,a,5,a
2000,2000,PC,Parks Canada,Parcs Canada,March,Mars,5,a,5,a
2000,2000,PC,Parks Canada,Parcs Canada,April,Avril,10,a,10,a
2000,2000,PC,Parks Canada,Parcs Canada,May,Mai,15,a,15,a
2000,2000,PC,Parks Canada,Parcs Canada,June,Juin,20,a,20,a
2000,2000,PC,Parks Canada,Parcs Canada,July,Juillet,41,a,41,a
2000,2000,PC,Parks Canada,Parcs Canada,August,Août,27,a,27,a
2000,2000,PC,Parks Canada,Parcs Canada,September,Septembre,4,a,4,a
2001,2001,PC,Parks Canada,Parcs Canada,January,Janvier,2,a,2,a
2001,2001,PC,Parks Canada,Parcs Canada,October,Octobre,2,a,2,a
2001,2001,PC,Parks Canada,Parcs Canada,November,Novembre,1,a,1,a
2001,2001,PC,Parks Canada,Parcs Canada,March,Mars,1,a,1,a
2001,2001,PC,Parks Canada,Parcs Canada,April,Avril,9,a,9,a
2001,2001,PC,Parks Canada,Parcs Canada,May,Mai,29,a,29,a
2001,2001,PC,Parks Canada,Parcs Canada,June,Juin,12,a,12,a
2001,2001,PC,Parks Canada,Parcs Canada,July,Juillet,28,a,28,a
2001,2001,PC,Parks Canada,Parcs Canada,August,Août,32,a,32,a
2001,2001,PC,Parks Canada,Parcs Canada,September,Septembre,12,a,12,a
2002,2002,PC,Parks Canada,Parcs Canada,January,Janvier,1,a,1,a
2002,2002,PC,Parks Canada,Parcs Canada,October,Octobre,1,a,1,a
2002,2002,PC,Parks Canada,Parcs Canada,November,Novembre,3,a,3,a
2002,2002,PC,Parks Canada,Parcs Canada,December,Décembre,1,a,1,a
2002,2002,PC,Parks Canada,Parcs Canada,February,Février,2,a,2,a
2002,2002,PC,Parks Canada,Parcs Canada,March,Mars,1,a,1,a
2002,2002,PC,Parks Canada,Parcs Canada,April,Avril,4,a,4,a
2002,2002,PC,Parks Canada,Parcs Canada,May,Mai,18,a,18,a
2002,2002,PC,Parks Canada,Parcs Canada,June,Juin,29,a,29,a
2002,2002,PC,Parks Canada,Parcs Canada,July,Juillet,23,a,23,a
2002,2002,PC,Parks Canada,Parcs Canada,August,Août,16,a,16,a
2002,2002,PC,Parks Canada,Parcs Canada,September,Septembre,4,a,4,a
2003,2003,PC,Parks Canada,Parcs Canada,January,Janvier,1,a,1,a
2003,2003,PC,Parks Canada,Parcs Canada,October,Octobre,1,a,1,a
2003,2003,PC,Parks Canada,Parcs Canada,March,Mars,1,a,1,a
2003,2003,PC,Parks Canada,Parcs Canada,April,Avril,8,a,8,a
2003,2003,PC,Parks Canada,Parcs Canada,May,Mai,8,a,8,a
2003,2003,PC,Parks Canada,Parcs Canada,June,Juin,21,a,21,a
2003,2003,PC,Parks Canada,Parcs Canada,July,Juillet,31,a,31,a
2003,2003,PC,Parks Canada,Parcs Canada,August,Août,50,a,50,a
